Data point number,Authors,Paper name,Year,Journal,Country of authors' affiliation,Channel hydraulic diameter [mm],Channel lenght [mm],Channel boundary conditions,Channel cross section type,Channel cross section aspect ratio,Ignition location,Initial temperature [K],Initial pressure [bar],H2 [% v/v],CH4 [% v/v],C2H2 [% v/v],C2H4 [% v/v],C2H6 [% v/v],C3H8 [% v/v],C4H10 [% v/v],CO [% v/v],O2 [% v/v],N2 [% v/v],Ar [% v/v],He [% v/v],CO2 [% v/v],Run-up distance to detonation [mm],CJ detonation speed [m/s],Detonation induction lenght [m],Laminar flame speed [m/s],Expansion ratio ,Laminar flame thickness [m],Adiabatic flame temperature [K],Cp/Cv,Sound speed in burnt products [m/s],Sound speed in fresh mixture [m/s],Lewis (fuel),Lewis (Oxygen),Activation energy [J/kmol],Zeldovich number
418,Yang et al.,Experimental investigation on the DDT run-up distance and propagation characteristics of detonation wave in a millimeter-scale spiral channel filled with hydrogen-air mixture,2024,International Journal of Hydrogen Energy,China,2,1790,Closed/Closed,Rectangular,1,Closed end,300,2.099159664,29.585798816568047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.792899408284024,55.62130177514793,0.0,0.0,0.0,207.6335878,1.983737722120555645e+03,2.475752387713695251e-04,2.263625590095834639e+00,6.854441132967457051e+00,1.353252159899524243e-01,2.399731951483148350e+03,1.400875076237206862e+00,1.008853501039663911e+03,4.087741729790453178e+02,4.288384759185394635e-01,1.820817872444480123e+00,7.625846054103522329e+04,3.340964775016054045e+00
419,Yang et al.,Experimental investigation on the DDT run-up distance and propagation characteristics of detonation wave in a millimeter-scale spiral channel filled with hydrogen-air mixture,2024,International Journal of Hydrogen Energy,China,2,1790,Closed/Closed,Rectangular,1,Closed end,300,2.19859944,29.585798816568047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.792899408284024,55.62130177514793,0.0,0.0,0.0,195.2290076,1.984629529513671287e+03,2.537749652503935166e-04,2.250222600049287092e+00,6.853117070080444684e+00,1.279132119251324140e-01,2.399928183223335509e+03,1.400875076237206862e+00,1.008745599795929934e+03,4.087741729790453178e+02,4.288384759185394635e-01,1.820817872444480567e+00,6.758491210502538888e+04,2.959602238627580650e+00
420,Yang et al.,Experimental investigation on the DDT run-up distance and propagation characteristics of detonation wave in a millimeter-scale spiral channel filled with hydrogen-air mixture,2024,International Journal of Hydrogen Energy,China,2,1790,Closed/Closed,Rectangular,1,Closed end,300,2.3,29.585798816568047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.792899408284024,55.62130177514793,0.0,0.0,0.0,188.5496183,1.985493667154531522e+03,2.609886559105147876e-04,2.239558792945664401e+00,6.856747056898202963e+00,1.210576058497192797e-01,2.401173123194890650e+03,1.400875076237206862e+00,1.008987807573805753e+03,4.087741729790453178e+02,4.288384759185393524e-01,1.820817872444479901e+00,6.808776119654937065e+04,2.980294618329905276e+00
421,Yang et al.,Experimental investigation on the DDT run-up distance and propagation characteristics of detonation wave in a millimeter-scale spiral channel filled with hydrogen-air mixture,2024,International Journal of Hydrogen Energy,China,2,1790,Closed/Closed,Rectangular,1,Closed end,300,2.4,29.585798816568047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.792899408284024,55.62130177514793,0.0,0.0,0.0,192.3664122,1.986305109551112992e+03,2.669724130350904280e-04,2.227996228009417656e+00,6.857589560059460077e+00,1.150503541318510931e-01,2.401899118366483435e+03,1.400875076237206862e+00,1.009035615247521832e+03,4.087741729790453178e+02,4.288384759185392969e-01,1.820817872444479679e+00,7.890303859901711985e+04,3.452254174288226451e+00
422,Yang et al.,Experimental investigation on the DDT run-up distance and propagation characteristics of detonation wave in a millimeter-scale spiral channel filled with hydrogen-air mixture,2024,International Journal of Hydrogen Energy,China,2,1790,Closed/Closed,Rectangular,1,Closed end,300,2.299439776,25.157232704402517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.723270440251572,59.11949685534591,0.0,0.0,0.0,315.4580153,1.873180194361957774e+03,6.848007847370598958e-04,1.425216730874422577e+00,6.274411069267546992e+00,1.264697957259802163e-01,2.155577836541065608e+03,1.400626691181936279e+00,9.427493909754007291e+02,3.975963706482893940e+02,4.164220490711526002e-01,1.738182597798594742e+00,8.606445873315865174e+04,4.103189232937832998e+00
423,Yang et al.,Experimental investigation on the DDT run-up distance and propagation characteristics of detonation wave in a millimeter-scale spiral channel filled with hydrogen-air mixture,2024,International Journal of Hydrogen Energy,China,2,1790,Closed/Closed,Rectangular,1,Closed end,300,2.400280112,25.157232704402517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.723270440251572,59.11949685534591,0.0,0.0,0.0,287.7862595,1.873640780112988296e+03,7.040359444205773233e-04,1.410195254109620100e+00,6.276997961895479428e+00,1.205555457036500133e-01,2.156379241551727773e+03,1.400626691181936279e+00,9.429296101024386871e+02,3.975963706482893940e+02,4.164220490711523226e-01,1.738182597798594520e+00,7.624867991585134587e+04,3.634773931897327781e+00
424,Yang et al.,Experimental study of DDT run-up distance and detonation wave velocity deficit for stoichiometric hydrogen-oxygen mixture in micro spiral channels,2024,International Journal of Hydrogen Energy,"China, Japan",2,1790,Closed/Closed,Rectangular,1,Closed end,300,0.699694002,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,301.8178694,2.816204616440334576e+03,7.178127993091043828e-05,9.692317255226353012e+00,8.174115052071279308e+00,3.571673623635974737e-01,3.029403325229240181e+03,1.401365915647164062e+00,1.436659948567301853e+03,5.394882513601179426e+02,3.859180274809290156e-01,6.125300120701766105e+00,8.189905374091971316e+04,2.929718996228394268e+00
425,Yang et al.,Experimental study of DDT run-up distance and detonation wave velocity deficit for stoichiometric hydrogen-oxygen mixture in micro spiral channels,2024,International Journal of Hydrogen Energy,"China, Japan",2,1790,Closed/Closed,Rectangular,1,Closed end,300,0.748802539,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,273.0369412,2.819900272955980654e+03,6.728506001565798798e-05,9.796872475336867225e+00,8.189744213695050234e+00,3.268424824909572646e-01,3.038067959978008730e+03,1.401365915647164062e+00,1.437832012674753969e+03,5.394882513601179426e+02,3.859180274809291822e-01,6.125300120701768769e+00,9.049923193747305777e+04,3.229124435533842430e+00
426,Yang et al.,Experimental study of DDT run-up distance and detonation wave velocity deficit for stoichiometric hydrogen-oxygen mixture in micro spiral channels,2024,International Journal of Hydrogen Energy,"China, Japan",2,1790,Closed/Closed,Rectangular,1,Closed end,300,0.8,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,266.5340207,2.823503500706267459e+03,6.286923875523492660e-05,9.902805042331188190e+00,8.206654815266585246e+00,2.999783518674028482e-01,3.046490252307387436e+03,1.401365915647164284e+00,1.439116760800402290e+03,5.394882513601179426e+02,3.859180274809292377e-01,6.125300120701769657e+00,1.019361899882894504e+05,3.628169216923713858e+00
427,Yang et al.,Experimental study of DDT run-up distance and detonation wave velocity deficit for stoichiometric hydrogen-oxygen mixture in micro spiral channels,2024,International Journal of Hydrogen Energy,"China, Japan",2,1790,Closed/Closed,Rectangular,1,Closed end,300,0.848919969,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,228.7646327,2.826736981567843941e+03,5.920224186194649298e-05,9.998967421580633896e+00,8.220767711863615546e+00,2.779474335674865237e-01,3.054051418695985376e+03,1.401365915647164284e+00,1.440172989748792133e+03,5.394882513601180563e+02,3.859180274809291822e-01,6.125300120701774986e+00,9.794635966371506220e+04,3.478375903274601111e+00
428,Yang et al.,Experimental study of DDT run-up distance and detonation wave velocity deficit for stoichiometric hydrogen-oxygen mixture in micro spiral channels,2024,International Journal of Hydrogen Energy,"China, Japan",2,1790,Closed/Closed,Rectangular,1,Closed end,300,0.900831393,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,218.1637578,2.829971483724671089e+03,5.630412340645546632e-05,1.009387285231571241e+01,8.236069972176908394e+00,2.574166717611622857e-01,3.061403133673632510e+03,1.401365915647164062e+00,1.441317594741427229e+03,5.394882513601179426e+02,3.859180274809289046e-01,6.125300120701764328e+00,1.087598397031769564e+05,3.853762139764721706e+00
429,Yang et al.,Experimental study of DDT run-up distance and detonation wave velocity deficit for stoichiometric hydrogen-oxygen mixture in micro spiral channels,2024,International Journal of Hydrogen Energy,"China, Japan",2,1790,Closed/Closed,Rectangular,1,Closed end,300,0.951066399,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,210.5152702,2.832927098349531661e+03,5.306539807028475740e-05,1.017672781923140590e+01,8.252200934748245231e+00,2.396677562451570709e-01,3.067922797003849155e+03,1.401365915647164284e+00,1.442537066475707888e+03,5.394882513601180563e+02,3.859180274809291822e-01,6.125300120701776763e+00,8.275358266964065842e+04,2.926265828902804955e+00
430,Yang et al.,Experimental study of DDT run-up distance and detonation wave velocity deficit for stoichiometric hydrogen-oxygen mixture in micro spiral channels,2024,International Journal of Hydrogen Energy,"China, Japan",2,1790,Closed/Closed,Rectangular,1,Closed end,300,1.000703011,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,198.4411235,2.835697474869644793e+03,5.102803772597110332e-05,1.024710581307841295e+01,8.264109975103510308e+00,2.239524994094148624e-01,3.074437080548529593e+03,1.401365915647164284e+00,1.443421106110697337e+03,5.394882513601179426e+02,3.859180274809291822e-01,6.125300120701766993e+00,1.031352344351632637e+05,3.639984633483299703e+00
431,Yang et al.,Experimental study of DDT run-up distance and detonation wave velocity deficit for stoichiometric hydrogen-oxygen mixture in micro spiral channels,2024,International Journal of Hydrogen Energy,"China, Japan",2,1790,Closed/Closed,Rectangular,1,Closed end,300,1.049365101,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,190.3800365,2.838282623389442051e+03,4.830434182911010597e-05,1.032145454648033933e+01,8.274889875233046865e+00,2.105436779931200986e-01,3.080637136755816755e+03,1.401365915647163840e+00,1.444222409510542093e+03,5.394882513601178289e+02,3.859180274809291822e-01,6.125300120701768769e+00,1.031073371292298689e+05,3.632474878235976590e+00
432,Yang et al.,Experimental study of DDT run-up distance and detonation wave velocity deficit for stoichiometric hydrogen-oxygen mixture in micro spiral channels,2024,International Journal of Hydrogen Energy,"China, Japan",2,1790,Closed/Closed,Rectangular,1,Closed end,300,1.100393527,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,180.5206832,2.840867180036957961e+03,4.633976085783678844e-05,1.038041606541674255e+01,8.283977544205093579e+00,1.979965919316966361e-01,3.087507624768717960e+03,1.401365915647164062e+00,1.444914811891655518e+03,5.394882513601179426e+02,3.859180274809289046e-01,6.125300120701764328e+00,7.925173844915381051e+04,2.787031276690181247e+00
433,Yang et al.,Experimental study of DDT run-up distance and detonation wave velocity deficit for stoichiometric hydrogen-oxygen mixture in micro spiral channels,2024,International Journal of Hydrogen Energy,"China, Japan",1,1790,Closed/Closed,Rectangular,1,Closed end,300,0.949454942,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,189.4671038,2.832834743183852879e+03,5.316302302841289552e-05,1.017403115434701810e+01,8.251723422814002618e+00,2.401948931394817799e-01,3.067714232572975106e+03,1.401365915647164062e+00,1.442501025066726697e+03,5.394882513601179426e+02,3.859180274809290156e-01,6.125300120701771434e+00,1.090847852105228521e+05,3.857615663743277690e+00
